timestamp,local_ms,external_ms
2026-01-02 15:03:15,3.0,43.0
2026-01-02 15:03:16,9.0,44.0
2026-01-02 15:03:17,8.0,53.0
2026-01-02 15:03:18,65.0,42.0
2026-01-02 15:03:19,6.0,51.0
2026-01-02 15:03:20,3.0,48.0
2026-01-02 15:03:21,2.0,41.0
2026-01-02 15:03:22,2.0,41.0
2026-01-02 15:03:23,2.0,43.0
2026-01-02 15:03:25,3.0,44.0
2026-01-02 15:03:26,3.0,42.0
2026-01-02 15:03:27,3.0,42.0
2026-01-02 15:03:28,2.0,44.0
2026-01-02 15:03:29,2.0,44.0
2026-01-02 15:03:30,6.0,43.0
2026-01-02 15:03:31,2.0,45.0
2026-01-02 15:03:32,4.0,44.0
2026-01-02 15:03:33,2.0,41.0
2026-01-02 15:03:34,2.0,44.0
2026-01-02 15:03:36,8.0,42.0
2026-01-02 15:03:37,2.0,43.0
2026-01-02 15:03:38,2.0,44.0
2026-01-02 15:03:39,1.0,42.0
2026-01-02 15:03:40,4.0,46.0
2026-01-02 15:03:41,2.0,46.0
2026-01-02 15:03:42,2.0,45.0
2026-01-02 15:03:43,3.0,45.0
2026-01-02 15:03:44,2.0,44.0
2026-01-02 15:03:46,6.0,43.0
2026-01-02 15:03:47,2.0,43.0
2026-01-02 15:03:48,4.0,50.0
2026-01-02 15:03:49,1.0,43.0
2026-01-02 15:03:50,2.0,67.0
2026-01-02 15:03:51,2.0,42.0
2026-01-02 15:03:52,21.0,61.0
2026-01-02 15:03:54,106.0,66.0
2026-01-02 15:03:55,6.0,54.0
2026-01-02 15:03:56,2.0,47.0
2026-01-02 15:03:57,10.0,50.0
2026-01-02 15:03:58,10.0,48.0
