timestamp,local_ms,external_ms
2026-01-02 14:58:44,3.0,
2026-01-02 14:58:46,3.0,
2026-01-02 14:58:48,4.0,
2026-01-02 14:58:50,9.0,
2026-01-02 14:58:52,1.0,
2026-01-02 14:58:54,2.0,
2026-01-02 14:58:56,2.0,
2026-01-02 14:58:58,2.0,
2026-01-02 14:59:00,2.0,
2026-01-02 14:59:02,2.0,45.0
2026-01-02 14:59:03,2.0,43.0
2026-01-02 14:59:04,2.0,42.0
2026-01-02 14:59:05,2.0,44.0
2026-01-02 14:59:06,2.0,43.0
2026-01-02 14:59:07,4.0,44.0
2026-01-02 14:59:08,2.0,42.0
2026-01-02 14:59:09,2.0,43.0
2026-01-02 14:59:10,2.0,43.0
2026-01-02 14:59:11,2.0,42.0
2026-01-02 14:59:13,3.0,43.0
2026-01-02 14:59:14,2.0,45.0
2026-01-02 14:59:15,2.0,42.0
2026-01-02 14:59:16,3.0,43.0
2026-01-02 14:59:17,2.0,42.0
2026-01-02 14:59:18,4.0,43.0
2026-01-02 14:59:19,2.0,43.0
2026-01-02 14:59:20,2.0,44.0
2026-01-02 14:59:21,2.0,42.0
2026-01-02 14:59:23,2.0,42.0
2026-01-02 14:59:24,4.0,41.0
2026-01-02 14:59:25,15.0,47.0
2026-01-02 14:59:26,6.0,40.0
2026-01-02 14:59:27,3.0,42.0
2026-01-02 14:59:28,2.0,42.0
2026-01-02 14:59:29,3.0,42.0
2026-01-02 14:59:30,3.0,41.0
2026-01-02 14:59:31,2.0,40.0
2026-01-02 14:59:32,2.0,44.0
2026-01-02 14:59:34,13.0,50.0
2026-01-02 14:59:35,65.0,72.0
2026-01-02 14:59:36,68.0,82.0
2026-01-02 14:59:37,71.0,130.0
2026-01-02 14:59:39,86.0,122.0
2026-01-02 14:59:40,196.0,198.0
2026-01-02 14:59:42,131.0,168.0
2026-01-02 14:59:43,185.0,203.0
2026-01-02 14:59:44,8.0,48.0
2026-01-02 14:59:45,10.0,45.0
2026-01-02 14:59:47,12.0,56.0
2026-01-02 14:59:48,14.0,59.0
2026-01-02 14:59:49,2.0,40.0
2026-01-02 14:59:50,8.0,41.0
2026-01-02 14:59:51,7.0,47.0
2026-01-02 14:59:52,5.0,44.0
2026-01-02 14:59:53,1.0,39.0
2026-01-02 14:59:54,2.0,41.0
2026-01-02 14:59:55,2.0,42.0
2026-01-02 14:59:57,2.0,40.0
2026-01-02 14:59:58,3.0,41.0
2026-01-02 14:59:59,2.0,40.0
2026-01-02 15:00:00,2.0,40.0
2026-01-02 15:00:01,3.0,42.0
2026-01-02 15:00:02,2.0,46.0
2026-01-02 15:00:03,2.0,41.0
2026-01-02 15:00:04,2.0,44.0
2026-01-02 15:00:05,2.0,41.0
2026-01-02 15:00:07,2.0,42.0
2026-01-02 15:00:08,2.0,42.0
2026-01-02 15:00:09,2.0,44.0
2026-01-02 15:00:10,3.0,43.0
2026-01-02 15:00:11,2.0,43.0
2026-01-02 15:00:12,2.0,43.0
2026-01-02 15:00:13,2.0,43.0
2026-01-02 15:00:14,6.0,51.0
2026-01-02 15:00:15,2.0,43.0
2026-01-02 15:00:17,4.0,43.0
2026-01-02 15:00:18,2.0,44.0
2026-01-02 15:00:19,2.0,47.0
2026-01-02 15:00:20,2.0,42.0
2026-01-02 15:00:21,3.0,42.0
2026-01-02 15:00:22,2.0,40.0
2026-01-02 15:00:23,2.0,45.0
2026-01-02 15:00:24,2.0,42.0
2026-01-02 15:00:25,2.0,46.0
2026-01-02 15:00:27,2.0,41.0
2026-01-02 15:00:28,2.0,43.0
2026-01-02 15:00:29,3.0,42.0
2026-01-02 15:00:30,3.0,40.0
2026-01-02 15:00:31,2.0,41.0
2026-01-02 15:00:32,2.0,41.0
2026-01-02 15:00:33,2.0,41.0
2026-01-02 15:00:34,2.0,41.0
2026-01-02 15:00:35,3.0,43.0
2026-01-02 15:00:37,2.0,41.0
2026-01-02 15:00:38,2.0,41.0
2026-01-02 15:00:39,1.0,41.0
2026-01-02 15:00:40,4.0,42.0
2026-01-02 15:00:50,12.0,48.0
2026-01-02 15:00:51,2.0,42.0
2026-01-02 15:00:52,4.0,44.0
