timestamp,local_ms,external_ms
2026-01-02 08:23:21,2.0,43.0
2026-01-02 08:23:23,1.0,50.0
2026-01-02 08:23:24,56.0,87.0
2026-01-02 08:23:26,97.0,121.0
2026-01-02 08:23:27,104.0,136.0
2026-01-02 08:23:29,113.0,148.0
2026-01-02 08:23:30,145.0,149.0
2026-01-02 08:23:32,84.0,259.0
2026-01-02 08:23:33,6.0,46.0
2026-01-02 08:23:34,11.0,45.0
2026-01-02 08:23:36,8.0,47.0
2026-01-02 08:23:37,25.0,52.0
2026-01-02 08:23:39,26.0,56.0
2026-01-02 08:23:40,2.0,44.0
2026-01-02 08:23:41,6.0,42.0
2026-01-02 08:23:42,2.0,42.0
2026-01-02 08:23:44,27.0,109.0
2026-01-02 08:23:45,20.0,63.0
2026-01-02 08:23:47,89.0,118.0
2026-01-02 08:23:48,54.0,99.0
2026-01-02 08:23:50,124.0,184.0
2026-01-02 08:23:51,81.0,133.0
2026-01-02 08:23:52,133.0,109.0
2026-01-02 08:23:54,12.0,46.0
2026-01-02 08:23:55,15.0,48.0
2026-01-02 08:23:56,18.0,68.0
2026-01-02 08:23:58,20.0,63.0
2026-01-02 08:23:59,27.0,57.0
2026-01-02 08:24:00,1.0,39.0
2026-01-02 08:24:02,3.0,40.0
2026-01-02 08:24:03,2.0,40.0
2026-01-02 08:24:04,31.0,86.0
2026-01-02 08:24:06,71.0,112.0
2026-01-02 08:24:07,90.0,118.0
2026-01-02 08:24:08,54.0,91.0
2026-01-02 08:24:10,119.0,177.0
2026-01-02 08:24:12,122.0,153.0
2026-01-02 08:24:13,62.0,90.0
2026-01-02 08:24:14,21.0,52.0
2026-01-02 08:24:16,23.0,53.0
2026-01-02 08:24:17,15.0,75.0
2026-01-02 08:24:18,16.0,62.0
2026-01-02 08:24:20,14.0,66.0
2026-01-02 08:24:21,1.0,41.0
2026-01-02 08:24:22,2.0,41.0
2026-01-02 08:24:24,1.0,40.0
2026-01-02 08:24:25,32.0,75.0
2026-01-02 08:24:26,43.0,92.0
2026-01-02 08:24:28,59.0,100.0
2026-01-02 08:24:29,125.0,207.0
2026-01-02 08:24:31,120.0,179.0
2026-01-02 08:24:32,84.0,108.0
2026-01-02 08:24:34,81.0,129.0
2026-01-02 08:24:35,32.0,56.0
2026-01-02 08:24:36,27.0,66.0
2026-01-02 08:24:38,20.0,76.0
2026-01-02 08:24:39,20.0,64.0
2026-01-02 08:24:40,19.0,46.0
2026-01-02 08:24:42,2.0,
2026-01-02 08:24:45,,
2026-01-02 08:24:48,,
2026-01-02 08:24:51,,
2026-01-02 08:24:53,2.0,56.0
2026-01-02 08:24:54,54.0,84.0
2026-01-02 08:24:55,68.0,111.0
2026-01-02 08:24:57,151.0,108.0
2026-01-02 08:24:58,62.0,101.0
2026-01-02 08:25:00,124.0,170.0
2026-01-02 08:25:01,91.0,138.0
2026-01-02 08:25:03,124.0,163.0
2026-01-02 08:25:04,13.0,42.0
2026-01-02 08:25:06,26.0,53.0
2026-01-02 08:25:07,14.0,54.0
2026-01-02 08:25:09,19.0,54.0
2026-01-02 08:25:10,4.0,41.0
2026-01-02 08:25:11,2.0,41.0
2026-01-02 08:25:13,2.0,42.0
2026-01-02 08:25:14,24.0,50.0
2026-01-02 08:25:15,22.0,49.0
2026-01-02 08:25:17,20.0,75.0
2026-01-02 08:25:18,3.0,43.0
2026-01-02 08:25:19,22.0,74.0
2026-01-02 08:25:21,46.0,84.0
2026-01-02 08:25:22,4.0,47.0
2026-01-02 08:25:23,24.0,66.0
2026-01-02 08:25:25,8.0,47.0
