timestamp,local_ms,external_ms
2026-01-02 15:55:24,3.0,44.0
2026-01-02 15:55:25,2.0,44.0
2026-01-02 15:55:27,3.0,58.0
2026-01-02 15:55:28,2.0,43.0
2026-01-02 15:55:29,2.0,41.0
2026-01-02 15:55:30,2.0,44.0
2026-01-02 15:55:31,2.0,44.0
2026-01-02 15:55:32,2.0,42.0
2026-01-02 15:55:33,2.0,44.0
2026-01-02 15:55:34,1.0,41.0
2026-01-02 15:55:36,34.0,68.0
2026-01-02 15:55:37,24.0,59.0
2026-01-02 15:55:38,63.0,150.0
2026-01-02 15:55:39,70.0,104.0
2026-01-02 15:55:41,49.0,108.0
2026-01-02 15:55:42,17.0,49.0
2026-01-02 15:55:43,15.0,54.0
2026-01-02 15:55:44,15.0,71.0
2026-01-02 15:55:45,29.0,74.0
2026-01-02 15:55:47,30.0,90.0
2026-01-02 15:55:48,29.0,60.0
2026-01-02 15:55:49,48.0,77.0
2026-01-02 15:55:50,122.0,70.0
2026-01-02 15:55:52,23.0,44.0
2026-01-02 15:55:53,2.0,42.0
2026-01-02 15:55:54,4.0,42.0
2026-01-02 15:55:55,2.0,42.0
2026-01-02 15:55:56,2.0,42.0
2026-01-02 15:55:57,5.0,42.0
2026-01-02 15:55:58,3.0,43.0
2026-01-02 15:56:00,2.0,45.0
2026-01-02 15:56:01,2.0,42.0
2026-01-02 15:56:02,3.0,42.0
2026-01-02 15:56:03,4.0,43.0
2026-01-02 15:56:04,3.0,43.0
2026-01-02 15:56:05,7.0,40.0
2026-01-02 15:56:06,2.0,44.0
2026-01-02 15:56:08,3.0,42.0
2026-01-02 15:56:09,2.0,42.0
2026-01-02 15:56:10,3.0,43.0
2026-01-02 15:56:11,2.0,42.0
2026-01-02 15:56:12,2.0,41.0
2026-01-02 15:56:13,2.0,42.0
2026-01-02 15:56:14,2.0,42.0
2026-01-02 15:56:15,2.0,43.0
2026-01-02 15:56:17,2.0,42.0
2026-01-02 15:56:18,2.0,42.0
2026-01-02 15:56:19,2.0,43.0
2026-01-02 15:56:20,2.0,43.0
2026-01-02 15:56:21,2.0,42.0
2026-01-02 15:56:22,5.0,42.0
2026-01-02 15:56:23,2.0,40.0
2026-01-02 15:56:25,2.0,42.0
2026-01-02 15:56:26,2.0,42.0
2026-01-02 15:56:27,3.0,42.0
2026-01-02 15:56:28,8.0,61.0
2026-01-02 15:56:29,15.0,59.0
2026-01-02 15:56:31,30.0,72.0
2026-01-02 15:56:32,60.0,119.0
2026-01-02 15:56:33,49.0,73.0
2026-01-02 15:56:34,75.0,139.0
2026-01-02 15:56:36,74.0,122.0
2026-01-02 15:56:37,63.0,88.0
2026-01-02 15:56:38,44.0,72.0
2026-01-02 15:56:39,16.0,53.0
2026-01-02 15:56:41,29.0,95.0
2026-01-02 15:56:42,17.0,58.0
2026-01-02 15:56:44,36.0,77.0
2026-01-02 15:56:46,153.0,
2026-01-02 15:56:55,,41.0
2026-01-02 15:56:56,2.0,43.0
2026-01-02 15:56:57,3.0,42.0
2026-01-02 15:56:59,2.0,43.0
2026-01-02 15:57:00,2.0,41.0
2026-01-02 15:57:01,11.0,45.0
2026-01-02 15:57:03,6.0,52.0
2026-01-02 15:57:04,3.0,41.0
2026-01-02 15:57:05,3.0,42.0
2026-01-02 15:57:06,10.0,40.0
2026-01-02 15:57:07,3.0,42.0
2026-01-02 15:57:08,2.0,40.0
2026-01-02 15:57:09,2.0,43.0
2026-01-02 15:57:11,2.0,42.0
2026-01-02 15:57:12,2.0,47.0
2026-01-02 15:57:13,2.0,40.0
2026-01-02 15:57:14,1.0,42.0
2026-01-02 15:57:15,2.0,42.0
2026-01-02 15:57:16,2.0,42.0
2026-01-02 15:57:18,9.0,42.0
2026-01-02 15:57:19,4.0,41.0
2026-01-02 15:57:20,2.0,43.0
2026-01-02 15:57:21,2.0,43.0
2026-01-02 15:57:22,2.0,42.0
2026-01-02 15:57:23,2.0,41.0
2026-01-02 15:57:25,2.0,41.0
2026-01-02 15:57:26,3.0,48.0
2026-01-02 15:57:27,2.0,45.0
2026-01-02 15:57:28,2.0,41.0
2026-01-02 15:57:29,2.0,44.0
2026-01-02 15:57:30,2.0,40.0
