timestamp,local_ms,external_ms
2026-01-02 15:04:41,3.0,40.0
2026-01-02 15:04:42,2.0,49.0
2026-01-02 15:04:43,10.0,45.0
2026-01-02 15:04:44,18.0,48.0
2026-01-02 15:04:46,12.0,101.0
2026-01-02 15:04:47,14.0,46.0
2026-01-02 15:04:48,6.0,44.0
2026-01-02 15:04:49,9.0,49.0
2026-01-02 15:04:50,2.0,41.0
2026-01-02 15:04:51,2.0,53.0
2026-01-02 15:04:52,2.0,42.0
2026-01-02 15:04:53,2.0,42.0
2026-01-02 15:04:54,2.0,43.0
2026-01-02 15:04:56,15.0,39.0
2026-01-02 15:04:57,2.0,44.0
2026-01-02 15:04:58,2.0,40.0
2026-01-02 15:04:59,2.0,40.0
2026-01-02 15:05:00,2.0,41.0
2026-01-02 15:05:01,2.0,43.0
2026-01-02 15:05:02,2.0,41.0
2026-01-02 15:05:03,3.0,43.0
2026-01-02 15:05:04,2.0,42.0
2026-01-02 15:05:05,2.0,43.0
2026-01-02 15:05:07,2.0,42.0
2026-01-02 15:05:08,2.0,45.0
2026-01-02 15:05:09,1.0,39.0
2026-01-02 15:05:10,2.0,42.0
2026-01-02 15:05:11,2.0,42.0
2026-01-02 15:05:12,4.0,40.0
2026-01-02 15:05:13,3.0,42.0
2026-01-02 15:05:14,4.0,42.0
2026-01-02 15:05:15,2.0,42.0
2026-01-02 15:05:16,2.0,42.0
2026-01-02 15:05:18,2.0,42.0
2026-01-02 15:05:19,3.0,58.0
