timestamp,download_mbps,upload_mbps,contrato_down,contrato_up,pct_down,pct_up,status
2026-01-02 15:03:21,89.73,35.89,500.0,100.0,17.9,35.9,ABAIXO
2026-01-02 15:03:56,148.72,59.49,500.0,100.0,29.7,59.5,ABAIXO
