timestamp,local_ms,external_ms
2026-01-01 16:56:14,2.0,43.0
2026-01-01 16:56:16,3.0,45.0
2026-01-01 16:56:18,3.0,45.0
2026-01-01 16:56:20,2.0,44.0
2026-01-01 16:56:22,2.0,43.0
2026-01-01 16:56:25,3.0,42.0
2026-01-01 16:56:27,2.0,43.0
2026-01-01 16:56:29,3.0,44.0
2026-01-01 16:56:30,3.0,42.0
2026-01-01 16:56:32,2.0,44.0
2026-01-01 16:56:33,3.0,42.0
2026-01-01 16:56:38,2.0,45.0
2026-01-01 16:56:44,2.0,43.0
2026-01-01 16:56:52,2.0,43.0
2026-01-01 16:56:57,2.0,43.0
2026-01-01 16:57:03,2.0,47.0
2026-01-01 16:57:12,2.0,42.0
2026-01-01 16:57:17,2.0,44.0
2026-01-01 16:57:24,2.0,41.0
2026-01-01 16:57:29,,42.0
2026-01-01 16:57:34,2.0,43.0
2026-01-01 16:57:37,2.0,43.0
2026-01-01 16:57:40,2.0,47.0
2026-01-01 16:57:43,2.0,43.0
2026-01-01 16:57:45,3.0,40.0
2026-01-01 16:57:48,2.0,42.0
2026-01-01 16:57:52,2.0,
2026-01-01 16:57:55,3.0,
2026-01-01 16:57:58,2.0,
2026-01-01 16:58:00,2.0,
2026-01-01 16:58:03,4.0,
2026-01-01 16:58:06,2.0,
2026-01-01 16:58:08,2.0,
2026-01-01 16:58:10,3.0,
2026-01-01 16:58:12,12.0,
2026-01-01 16:58:15,4.0,
2026-01-01 16:58:21,2.0,
2026-01-01 16:58:27,3.0,
2026-01-01 16:58:34,2.0,
2026-01-01 16:58:39,6.0,
2026-01-01 16:58:44,2.0,
2026-01-01 16:58:48,2.0,
2026-01-01 16:58:51,2.0,43.0
2026-01-01 16:58:55,2.0,42.0
2026-01-01 16:58:58,2.0,41.0
2026-01-01 16:59:01,2.0,42.0
2026-01-01 16:59:04,2.0,42.0
2026-01-01 16:59:07,2.0,43.0
2026-01-01 16:59:11,2.0,42.0
2026-01-01 16:59:14,2.0,42.0
2026-01-01 16:59:17,2.0,42.0
2026-01-01 16:59:20,2.0,42.0
2026-01-01 16:59:24,3.0,42.0
2026-01-01 16:59:28,4.0,44.0
2026-01-01 16:59:39,2.0,43.0
2026-01-01 16:59:44,2.0,42.0
2026-01-01 16:59:47,2.0,43.0
2026-01-01 16:59:50,2.0,42.0
2026-01-01 16:59:53,2.0,
2026-01-01 16:59:56,2.0,
2026-01-01 16:59:58,2.0,
2026-01-01 17:00:01,2.0,
2026-01-01 17:00:04,2.0,
2026-01-01 17:00:07,2.0,
2026-01-01 17:00:09,3.0,
2026-01-01 17:00:12,2.0,
2026-01-01 17:00:14,2.0,
2026-01-01 17:00:17,2.0,
2026-01-01 17:00:20,2.0,
2026-01-01 17:00:22,2.0,
2026-01-01 17:00:25,2.0,
2026-01-01 17:00:27,2.0,
2026-01-01 17:00:30,2.0,
2026-01-01 17:00:32,3.0,
2026-01-01 17:00:35,2.0,
2026-01-01 17:00:37,2.0,
2026-01-01 17:00:40,2.0,
2026-01-01 17:00:42,2.0,
2026-01-01 17:00:45,2.0,
2026-01-01 17:00:47,2.0,
2026-01-01 17:00:50,2.0,
2026-01-01 17:00:52,2.0,
2026-01-01 17:00:54,2.0,42.0
2026-01-01 17:00:56,2.0,42.0
2026-01-01 17:00:57,2.0,42.0
2026-01-01 17:00:59,3.0,43.0
2026-01-01 17:01:01,2.0,43.0
2026-01-01 17:01:03,3.0,42.0
2026-01-01 17:01:05,2.0,42.0
2026-01-01 17:01:06,4.0,42.0
2026-01-01 17:01:08,2.0,44.0
2026-01-01 17:01:09,3.0,41.0
2026-01-01 17:01:12,2.0,40.0
2026-01-01 17:01:14,2.0,42.0
2026-01-01 17:01:16,2.0,43.0
2026-01-01 17:01:18,4.0,41.0
2026-01-01 17:01:20,2.0,38.0
2026-01-01 17:01:22,2.0,37.0
2026-01-01 17:01:25,4.0,39.0
2026-01-01 17:01:26,2.0,40.0
