timestamp,local_ms,external_ms
2026-01-02 15:30:48,2.0,42.0
2026-01-02 15:30:49,69.0,124.0
2026-01-02 15:30:51,67.0,115.0
2026-01-02 15:30:52,48.0,79.0
2026-01-02 15:30:53,93.0,119.0
2026-01-02 15:30:54,62.0,105.0
2026-01-02 15:30:56,58.0,98.0
2026-01-02 15:30:57,45.0,100.0
2026-01-02 15:30:58,7.0,116.0
2026-01-02 15:30:59,5.0,61.0
2026-01-02 15:31:01,10.0,60.0
2026-01-02 15:31:02,16.0,73.0
2026-01-02 15:31:03,29.0,58.0
2026-01-02 15:31:04,25.0,65.0
2026-01-02 15:31:05,20.0,59.0
2026-01-02 15:31:07,20.0,86.0
2026-01-02 15:31:08,2.0,41.0
2026-01-02 15:31:09,2.0,40.0
2026-01-02 15:31:10,3.0,41.0
2026-01-02 15:31:11,1.0,41.0
2026-01-02 15:31:12,2.0,42.0
2026-01-02 15:31:13,2.0,43.0
2026-01-02 15:31:14,2.0,41.0
2026-01-02 15:31:15,2.0,41.0
2026-01-02 15:31:17,2.0,43.0
2026-01-02 15:31:18,2.0,41.0
2026-01-02 15:31:19,4.0,44.0
2026-01-02 15:31:20,2.0,40.0
2026-01-02 15:31:21,2.0,40.0
2026-01-02 15:31:22,2.0,43.0
2026-01-02 15:31:23,3.0,44.0
2026-01-02 15:31:24,2.0,43.0
2026-01-02 15:31:26,2.0,43.0
2026-01-02 15:31:27,2.0,43.0
2026-01-02 15:31:28,3.0,44.0
2026-01-02 15:31:29,3.0,41.0
2026-01-02 15:31:30,2.0,43.0
2026-01-02 15:31:31,2.0,42.0
2026-01-02 15:31:32,2.0,39.0
2026-01-02 15:31:33,2.0,39.0
2026-01-02 15:31:35,2.0,40.0
2026-01-02 15:31:36,2.0,41.0
2026-01-02 15:31:37,2.0,42.0
2026-01-02 15:31:38,3.0,42.0
2026-01-02 15:31:39,2.0,41.0
2026-01-02 15:31:40,2.0,42.0
2026-01-02 15:31:41,2.0,40.0
2026-01-02 15:31:43,145.0,292.0
2026-01-02 15:31:45,396.0,282.0
2026-01-02 15:31:46,231.0,232.0
2026-01-02 15:31:48,202.0,186.0
2026-01-02 15:31:49,131.0,165.0
2026-01-02 15:31:51,197.0,123.0
2026-01-02 15:31:52,25.0,174.0
2026-01-02 15:31:54,138.0,201.0
2026-01-02 15:31:55,224.0,268.0
2026-01-02 15:31:57,271.0,298.0
2026-01-02 15:31:59,220.0,
2026-01-02 15:32:01,204.0,238.0
2026-01-02 15:32:02,157.0,145.0
2026-01-02 15:32:03,4.0,58.0
2026-01-02 15:32:04,7.0,42.0
2026-01-02 15:32:06,3.0,42.0
2026-01-02 15:32:07,2.0,41.0
2026-01-02 15:32:08,2.0,42.0
2026-01-02 15:32:09,1.0,42.0
2026-01-02 15:32:10,1.0,42.0
2026-01-02 15:32:11,2.0,41.0
2026-01-02 15:32:12,4.0,43.0
2026-01-02 15:32:14,2.0,41.0
2026-01-02 15:32:15,108.0,42.0
2026-01-02 15:32:16,2.0,41.0
2026-01-02 15:32:17,2.0,39.0
2026-01-02 15:32:18,3.0,41.0
2026-01-02 15:32:19,7.0,46.0
2026-01-02 15:32:20,2.0,42.0
2026-01-02 15:32:21,2.0,42.0
2026-01-02 15:32:23,4.0,43.0
2026-01-02 15:32:24,2.0,42.0
2026-01-02 15:32:25,2.0,42.0
2026-01-02 15:32:26,3.0,42.0
2026-01-02 15:32:27,2.0,43.0
2026-01-02 15:32:28,2.0,46.0
2026-01-02 15:32:29,2.0,42.0
2026-01-02 15:32:30,2.0,43.0
2026-01-02 15:32:32,2.0,41.0
2026-01-02 15:32:33,1.0,41.0
2026-01-02 15:32:34,2.0,39.0
2026-01-02 15:32:35,3.0,42.0
2026-01-02 15:32:36,3.0,41.0
2026-01-02 15:32:37,2.0,41.0
2026-01-02 15:32:38,2.0,41.0
2026-01-02 15:32:39,2.0,43.0
2026-01-02 15:32:40,2.0,46.0
2026-01-02 15:32:41,8.0,44.0
2026-01-02 15:32:43,2.0,43.0
2026-01-02 15:32:44,2.0,43.0
2026-01-02 15:32:45,2.0,42.0
2026-01-02 15:32:46,3.0,43.0
2026-01-02 15:32:47,2.0,41.0
