timestamp,local_ms,external_ms
2026-01-02 15:06:40,2.0,41.0
2026-01-02 15:06:41,2.0,40.0
2026-01-02 15:06:42,3.0,41.0
2026-01-02 15:06:43,2.0,42.0
2026-01-02 15:06:44,2.0,42.0
2026-01-02 15:06:45,2.0,46.0
2026-01-02 15:06:47,2.0,
2026-01-02 15:06:49,2.0,
2026-01-02 15:06:51,2.0,
2026-01-02 15:06:53,4.0,
2026-01-02 15:06:55,22.0,80.0
2026-01-02 15:06:56,82.0,122.0
2026-01-02 15:06:57,136.0,178.0
2026-01-02 15:06:59,83.0,131.0
2026-01-02 15:07:00,134.0,174.0
2026-01-02 15:07:01,23.0,118.0
2026-01-02 15:07:02,2.0,50.0
2026-01-02 15:07:03,4.0,45.0
2026-01-02 15:07:05,4.0,42.0
2026-01-02 15:07:06,4.0,39.0
2026-01-02 15:07:07,3.0,43.0
2026-01-02 15:07:08,30.0,41.0
2026-01-02 15:07:09,6.0,42.0
2026-01-02 15:07:10,5.0,41.0
2026-01-02 15:07:11,1.0,44.0
2026-01-02 15:07:12,4.0,43.0
2026-01-02 15:07:13,2.0,41.0
2026-01-02 15:07:15,2.0,43.0
2026-01-02 15:07:16,2.0,42.0
2026-01-02 15:07:17,2.0,39.0
2026-01-02 15:07:18,2.0,50.0
2026-01-02 15:07:19,2.0,42.0
2026-01-02 15:07:20,3.0,44.0
2026-01-02 15:07:21,2.0,44.0
2026-01-02 15:07:22,3.0,40.0
2026-01-02 15:07:24,2.0,44.0
2026-01-02 15:07:25,2.0,41.0
2026-01-02 15:07:26,2.0,44.0
2026-01-02 15:07:27,2.0,42.0
2026-01-02 15:07:28,3.0,41.0
2026-01-02 15:07:29,2.0,44.0
2026-01-02 15:07:30,2.0,43.0
2026-01-02 15:07:31,2.0,41.0
2026-01-02 15:07:32,4.0,43.0
2026-01-02 15:07:34,2.0,45.0
2026-01-02 15:07:35,2.0,42.0
2026-01-02 15:07:36,2.0,44.0
2026-01-02 15:07:37,2.0,42.0
2026-01-02 15:07:38,2.0,46.0
2026-01-02 15:07:39,2.0,41.0
2026-01-02 15:07:40,2.0,42.0
2026-01-02 15:07:41,2.0,43.0
2026-01-02 15:07:43,2.0,40.0
2026-01-02 15:07:44,3.0,44.0
2026-01-02 15:07:45,11.0,44.0
2026-01-02 15:07:46,39.0,64.0
2026-01-02 15:07:47,6.0,51.0
